delivery_date,time_code,opening_price_jpy_kwh,highest_price_jpy_kwh,lowest_price_jpy_kwh,last_price_jpy_kwh,average_price_jpy_kwh,total_volume_kwh,number_of_contracts,source
2026-04-02,17,47.0,47.0,6.84,31.51,24.28,587150,267,JEPX public intraday CSV
2026-04-02,18,31.0,31.9,6.88,25.03,20.5,377400,249,JEPX public intraday CSV
2026-04-02,19,23.47,25.47,1.8,16.01,17.84,423850,248,JEPX public intraday CSV
2026-04-02,20,23.88,25.18,0.01,16.0,17.71,604100,315,JEPX public intraday CSV
2026-04-02,21,23.11,23.52,0.01,6.23,13.49,383900,260,JEPX public intraday CSV
2026-04-02,22,7.0,26.09,0.01,4.52,13.89,441050,274,JEPX public intraday CSV
2026-04-02,23,3.0,22.7,0.01,13.5,10.53,397300,267,JEPX public intraday CSV
2026-04-02,24,45.0,45.6,0.01,1.77,18.34,629250,316,JEPX public intraday CSV
2026-04-02,25,0.01,25.34,0.01,18.0,8.76,656250,340,JEPX public intraday CSV
2026-04-02,26,22.68,22.78,0.01,0.02,9.04,580550,308,JEPX public intraday CSV
2026-04-02,27,23.62,23.62,0.01,13.52,12.16,498350,301,JEPX public intraday CSV
2026-04-02,28,23.32,23.32,0.01,9.0,12.35,569300,329,JEPX public intraday CSV
2026-04-02,29,10.0,23.41,0.01,16.01,10.32,774750,354,JEPX public intraday CSV
2026-04-02,30,22.01,22.51,0.01,2.0,10.69,673300,364,JEPX public intraday CSV
2026-04-02,31,1.8,21.89,0.01,21.82,13.41,470750,354,JEPX public intraday CSV
2026-04-02,32,21.87,22.6,0.01,7.99,13.72,658700,393,JEPX public intraday CSV
2026-04-02,33,22.84,23.25,6.0,16.01,14.38,686000,356,JEPX public intraday CSV
2026-04-02,34,25.6,30.0,8.68,18.0,21.49,630600,372,JEPX public intraday CSV
2026-04-02,35,25.06,25.06,9.03,14.99,19.12,560600,348,JEPX public intraday CSV
2026-04-02,36,23.7,23.7,11.39,15.0,18.23,727400,385,JEPX public intraday CSV
2026-04-02,37,24.18,24.18,13.76,22.69,19.51,813950,353,JEPX public intraday CSV
2026-04-02,38,17.91,24.2,12.0,15.7,19.2,857250,361,JEPX public intraday CSV
2026-04-02,39,18.78,27.28,12.0,19.3,21.1,885600,369,JEPX public intraday CSV
2026-04-02,40,24.3,27.0,7.98,19.0,22.05,711000,348,JEPX public intraday CSV
2026-04-02,41,18.65,27.0,7.74,18.01,19.74,750150,389,JEPX public intraday CSV
2026-04-02,42,22.93,26.67,7.73,21.0,20.16,727950,377,JEPX public intraday CSV
2026-04-02,43,18.3,30.0,6.81,11.0,20.65,720050,354,JEPX public intraday CSV
2026-04-02,44,38.0,40.74,10.5,25.0,24.18,794800,350,JEPX public intraday CSV
2026-04-02,45,17.74,39.88,10.3,10.99,22.38,870300,322,JEPX public intraday CSV
2026-04-02,46,38.0,40.63,0.01,9.0,21.76,820900,301,JEPX public intraday CSV
2026-04-02,47,29.9,30.0,10.0,21.02,20.29,777550,340,JEPX public intraday CSV
2026-04-02,48,23.47,24.27,7.62,11.0,18.36,693650,327,JEPX public intraday CSV
2026-04-03,1,22.39,25.79,0.01,10.8,20.13,605950,196,JEPX public intraday CSV
2026-04-03,2,21.27,24.67,0.01,21.4,19.27,511600,161,JEPX public intraday CSV
2026-04-03,3,15.4,22.33,5.51,10.6,15.19,436250,130,JEPX public intraday CSV
2026-04-03,4,20.85,24.25,6.93,18.01,18.83,487150,140,JEPX public intraday CSV
2026-04-03,5,21.85,25.25,6.95,18.67,20.56,447700,138,JEPX public intraday CSV
2026-04-03,6,22.57,24.07,6.95,20.01,18.26,404800,148,JEPX public intraday CSV
2026-04-03,7,24.0,24.5,6.95,19.0,20.72,528650,157,JEPX public intraday CSV
2026-04-03,8,24.46,24.96,6.95,17.71,20.42,536350,169,JEPX public intraday CSV
2026-04-03,9,30.53,31.43,6.95,20.07,22.75,409350,170,JEPX public intraday CSV
2026-04-03,10,9.41,32.46,6.95,19.01,22.86,419400,182,JEPX public intraday CSV
2026-04-03,11,33.71,39.11,6.95,18.73,28.33,566350,213,JEPX public intraday CSV
2026-04-03,12,33.11,40.11,6.94,21.9,29.74,747500,243,JEPX public intraday CSV
2026-04-03,13,34.0,36.66,16.0,36.55,28.91,562450,241,JEPX public intraday CSV
2026-04-03,14,23.43,24.43,6.57,15.01,18.78,554700,196,JEPX public intraday CSV
2026-04-03,15,17.51,21.64,1.8,10.01,16.36,395250,201,JEPX public intraday CSV
2026-04-03,16,1.0,20.24,0.02,6.01,13.7,405750,201,JEPX public intraday CSV
2026-04-03,17,19.92,20.16,0.1,5.01,10.83,604850,225,JEPX public intraday CSV
2026-04-03,18,13.4,22.92,0.01,5.88,10.37,468650,218,JEPX public intraday CSV
2026-04-03,19,10.0,10.06,0.01,7.65,8.14,599950,239,JEPX public intraday CSV
2026-04-03,20,2.05,24.55,0.01,0.21,7.19,867200,319,JEPX public intraday CSV
2026-04-03,21,11.4,18.92,0.01,8.0,5.31,852000,347,JEPX public intraday CSV
2026-04-03,22,0.01,13.1,0.01,0.2,4.86,829550,317,JEPX public intraday CSV
2026-04-03,23,0.01,7.4,0.01,0.2,2.66,668750,275,JEPX public intraday CSV
2026-04-03,24,0.01,4.0,0.01,0.12,1.89,809750,294,JEPX public intraday CSV
2026-04-03,25,0.01,4.7,0.01,0.12,1.39,593700,270,JEPX public intraday CSV
2026-04-03,26,3.0,4.5,0.01,4.5,1.16,591750,249,JEPX public intraday CSV
2026-04-03,27,0.01,13.0,0.01,11.85,7.05,584300,281,JEPX public intraday CSV
2026-04-03,28,1.0,12.5,0.01,0.2,6.46,675700,313,JEPX public intraday CSV
2026-04-03,29,8.68,8.68,0.01,0.21,4.38,856700,350,JEPX public intraday CSV
2026-04-03,30,0.01,10.1,0.01,8.01,5.69,781100,316,JEPX public intraday CSV
2026-04-03,31,0.01,14.65,0.01,3.55,6.37,776250,340,JEPX public intraday CSV
2026-04-03,32,2.65,19.88,0.01,5.01,11.2,757800,355,JEPX public intraday CSV
2026-04-03,33,100.0,100.0,0.01,15.01,14.88,622450,305,JEPX public intraday CSV
2026-04-03,34,1.02,21.77,0.31,15.01,16.6,697250,309,JEPX public intraday CSV
2026-04-03,35,22.03,22.38,1.8,21.63,17.99,545050,274,JEPX public intraday CSV
2026-04-03,36,19.56,30.72,0.1,20.01,23.1,554100,329,JEPX public intraday CSV
2026-04-03,37,30.53,31.14,6.0,23.11,24.76,571100,323,JEPX public intraday CSV
2026-04-03,38,24.77,26.0,7.13,20.05,22.79,746000,347,JEPX public intraday CSV
2026-04-03,39,45.0,50.98,7.03,50.01,39.07,763400,307,JEPX public intraday CSV
2026-04-03,40,40.01,50.0,7.03,50.0,35.67,626550,301,JEPX public intraday CSV
2026-04-03,41,45.0,51.5,6.93,35.01,37.46,829850,350,JEPX public intraday CSV
2026-04-03,42,37.0,44.0,6.95,35.0,30.26,992550,369,JEPX public intraday CSV
2026-04-03,43,35.32,37.92,7.15,37.92,27.16,773300,325,JEPX public intraday CSV
2026-04-03,44,29.1,29.97,6.95,18.2,18.0,817400,329,JEPX public intraday CSV
2026-04-03,45,22.7,22.7,5.98,18.71,17.6,517100,249,JEPX public intraday CSV
2026-04-03,46,100.0,100.0,6.22,20.1,19.26,887100,278,JEPX public intraday CSV
2026-04-03,47,24.1,25.09,6.28,24.9,18.93,578850,268,JEPX public intraday CSV
2026-04-03,48,24.3,25.3,6.22,20.0,18.12,661850,293,JEPX public intraday CSV
2026-04-04,1,20.94,21.05,0.01,15.47,15.31,249450,117,JEPX public intraday CSV
2026-04-04,2,21.4,22.1,0.01,10.8,15.39,219700,124,JEPX public intraday CSV
2026-04-04,3,20.2,23.6,0.01,14.01,15.87,239400,123,JEPX public intraday CSV
2026-04-04,4,19.9,22.28,1.95,16.44,15.32,237400,102,JEPX public intraday CSV
2026-04-04,5,20.0,23.9,8.0,23.9,16.4,242600,122,JEPX public intraday CSV
2026-04-04,6,20.02,23.9,6.91,18.12,17.35,221250,114,JEPX public intraday CSV
2026-04-04,7,20.0,27.71,6.86,14.67,18.37,270250,124,JEPX public intraday CSV
2026-04-04,8,20.0,33.35,6.86,19.61,18.99,359300,144,JEPX public intraday CSV
2026-04-04,9,20.15,33.49,6.86,14.27,20.48,274750,110,JEPX public intraday CSV
2026-04-04,10,20.58,29.1,10.59,14.01,17.54,349850,139,JEPX public intraday CSV
2026-04-04,11,20.57,28.9,6.86,14.65,16.5,391500,144,JEPX public intraday CSV
2026-04-04,12,20.0,22.31,6.86,20.01,15.81,345950,140,JEPX public intraday CSV
2026-04-04,13,21.0,21.46,8.88,17.09,15.25,452150,175,JEPX public intraday CSV
2026-04-04,14,21.0,21.01,6.86,14.01,16.97,355250,147,JEPX public intraday CSV
2026-04-04,15,19.98,23.98,6.86,11.01,17.68,371450,142,JEPX public intraday CSV
2026-04-04,16,19.02,21.01,5.0,9.4,16.65,349900,140,JEPX public intraday CSV
2026-04-04,17,5.01,24.05,4.9,9.99,15.97,427650,185,JEPX public intraday CSV
2026-04-04,18,3.55,21.16,2.95,4.99,16.5,316350,160,JEPX public intraday CSV
2026-04-04,19,5.01,21.78,5.0,12.01,16.41,350300,169,JEPX public intraday CSV
2026-04-04,20,25.0,25.18,4.37,18.53,18.63,414800,191,JEPX public intraday CSV
2026-04-04,21,21.38,21.48,3.7,17.09,15.63,445250,236,JEPX public intraday CSV
2026-04-04,22,30.72,31.72,5.08,12.62,22.86,639200,258,JEPX public intraday CSV
2026-04-04,23,20.39,22.02,0.01,10.19,15.92,448050,230,JEPX public intraday CSV
2026-04-04,24,33.0,37.06,2.5,14.31,23.14,539800,256,JEPX public intraday CSV
2026-04-04,25,32.0,32.92,0.01,9.04,21.85,487850,264,JEPX public intraday CSV
2026-04-04,26,14.89,28.77,0.01,28.76,21.47,376300,236,JEPX public intraday CSV
2026-04-04,27,13.04,29.11,0.01,15.2,21.3,372600,212,JEPX public intraday CSV
2026-04-04,28,21.69,21.69,0.01,12.78,17.37,406800,204,JEPX public intraday CSV
2026-04-04,29,29.47,29.57,0.01,17.01,21.76,363050,242,JEPX public intraday CSV
2026-04-04,30,28.76,28.87,0.01,16.33,21.64,386850,241,JEPX public intraday CSV
2026-04-04,31,32.0,35.7,0.01,17.01,25.82,638550,314,JEPX public intraday CSV
2026-04-04,32,34.0,38.57,0.01,9.53,28.47,651450,313,JEPX public intraday CSV
2026-04-04,33,32.81,36.54,0.01,19.08,25.04,575850,298,JEPX public intraday CSV
2026-04-04,34,29.11,32.21,0.01,17.48,22.56,461350,255,JEPX public intraday CSV
2026-04-04,35,29.47,32.57,0.01,18.83,19.78,623900,286,JEPX public intraday CSV
2026-04-04,36,28.66,31.51,0.01,18.59,19.17,705150,314,JEPX public intraday CSV
2026-04-04,37,21.25,30.0,5.91,30.0,16.76,657750,340,JEPX public intraday CSV
2026-04-04,38,18.75,35.7,5.94,18.5,17.66,708250,322,JEPX public intraday CSV
2026-04-04,39,18.74,35.5,5.93,18.99,16.8,770500,328,JEPX public intraday CSV
2026-04-04,40,18.54,25.0,5.9,18.0,15.68,715100,342,JEPX public intraday CSV
2026-04-04,41,16.79,36.09,0.01,15.15,17.63,657250,320,JEPX public intraday CSV
2026-04-04,42,16.59,24.03,0.01,14.47,16.65,567300,269,JEPX public intraday CSV
2026-04-04,43,20.21,25.0,0.01,14.57,17.03,872700,340,JEPX public intraday CSV
2026-04-04,44,18.64,25.0,0.01,14.67,16.55,640900,262,JEPX public intraday CSV
2026-04-04,45,17.93,22.03,0.01,22.03,14.89,527800,257,JEPX public intraday CSV
2026-04-04,46,17.15,22.78,0.01,19.15,15.57,543200,254,JEPX public intraday CSV
2026-04-04,47,15.78,25.0,0.01,14.47,15.87,616700,247,JEPX public intraday CSV
2026-04-04,48,17.54,22.14,0.01,16.6,16.09,331800,221,JEPX public intraday CSV
2026-04-05,1,10.53,999.0,0.01,100.0,174.49,485600,142,JEPX public intraday CSV
2026-04-05,2,10.15,999.0,0.01,100.0,105.31,380050,122,JEPX public intraday CSV
2026-04-05,3,10.11,999.0,0.01,30.0,102.93,379300,127,JEPX public intraday CSV
2026-04-05,4,10.11,999.0,0.01,30.0,98.76,399400,132,JEPX public intraday CSV
2026-04-05,5,10.15,23.13,0.01,19.07,19.24,341750,123,JEPX public intraday CSV
2026-04-05,6,19.25,23.16,0.01,20.79,19.56,324050,119,JEPX public intraday CSV
2026-04-05,7,14.0,23.64,0.01,18.23,18.76,369100,135,JEPX public intraday CSV
2026-04-05,8,19.34,23.19,0.01,19.34,18.41,412750,142,JEPX public intraday CSV
2026-04-05,9,16.43,23.35,0.01,18.92,17.82,614850,178,JEPX public intraday CSV
2026-04-05,10,17.87,23.13,0.01,12.01,19.83,352000,121,JEPX public intraday CSV
2026-04-05,11,19.1,22.96,0.01,16.64,17.31,449450,153,JEPX public intraday CSV
2026-04-05,12,18.74,22.94,0.01,12.72,19.36,345950,127,JEPX public intraday CSV
2026-04-05,13,17.35,21.22,0.01,14.49,15.49,657900,195,JEPX public intraday CSV
2026-04-05,14,13.7,20.99,0.01,14.0,15.36,384850,167,JEPX public intraday CSV
2026-04-05,15,12.54,17.04,0.01,9.08,13.57,602650,168,JEPX public intraday CSV
2026-04-05,16,1.8,30.97,0.01,8.19,11.44,564200,190,JEPX public intraday CSV
2026-04-05,17,0.01,24.48,0.01,8.19,7.01,961850,283,JEPX public intraday CSV
2026-04-05,18,0.01,22.88,0.01,4.01,4.41,1274550,359,JEPX public intraday CSV
2026-04-05,19,0.01,21.33,0.01,2.96,7.12,550950,209,JEPX public intraday CSV
2026-04-05,20,0.01,21.56,0.01,15.36,7.49,508850,204,JEPX public intraday CSV
2026-04-05,21,0.01,22.46,0.01,15.45,6.25,566350,264,JEPX public intraday CSV
2026-04-05,22,0.01,21.34,0.01,15.0,5.98,627550,281,JEPX public intraday CSV
2026-04-05,23,0.01,21.26,0.01,12.56,6.1,487950,224,JEPX public intraday CSV
2026-04-05,24,0.01,30.0,0.01,30.0,6.18,550250,238,JEPX public intraday CSV
2026-04-05,25,0.01,21.66,0.01,12.85,6.99,539400,197,JEPX public intraday CSV
2026-04-05,26,0.01,23.75,0.01,0.01,6.92,483500,190,JEPX public intraday CSV
2026-04-05,27,0.01,30.0,0.01,0.01,7.32,710600,217,JEPX public intraday CSV
2026-04-05,28,0.01,30.0,0.01,30.0,6.75,529650,240,JEPX public intraday CSV
2026-04-05,29,0.01,200.0,0.01,1.1,12.16,597600,277,JEPX public intraday CSV
2026-04-05,30,0.01,24.28,0.01,2.95,7.92,527650,219,JEPX public intraday CSV
2026-04-05,31,0.01,30.0,0.01,7.02,8.16,552100,238,JEPX public intraday CSV
2026-04-05,32,0.01,30.0,0.01,2.17,5.99,821850,325,JEPX public intraday CSV
2026-04-05,33,0.01,30.0,0.01,4.7,5.37,1012500,356,JEPX public intraday CSV
2026-04-05,34,28.69,48.01,1.0,5.8,11.19,754100,267,JEPX public intraday CSV
2026-04-05,35,7.33,30.0,5.82,8.49,18.16,384150,194,JEPX public intraday CSV
2026-04-05,36,28.16,28.52,1.54,7.03,15.3,393850,216,JEPX public intraday CSV
2026-04-05,37,27.93,29.05,7.52,28.94,15.86,448050,238,JEPX public intraday CSV
2026-04-05,38,32.29,35.0,7.5,26.21,16.23,480800,226,JEPX public intraday CSV
2026-04-05,39,27.99,29.5,6.9,14.33,15.14,515750,231,JEPX public intraday CSV
2026-04-05,40,27.3,29.29,7.0,14.57,15.16,538250,240,JEPX public intraday CSV
2026-04-05,41,28.0,28.23,7.0,13.93,14.83,479750,220,JEPX public intraday CSV
2026-04-05,42,28.0,28.41,6.01,28.41,13.9,582350,240,JEPX public intraday CSV
2026-04-05,43,28.0,32.04,6.73,20.51,17.73,646450,273,JEPX public intraday CSV
2026-04-05,44,25.0,27.62,5.99,8.68,17.53,446450,199,JEPX public intraday CSV
2026-04-05,45,14.46,25.06,5.97,21.19,15.04,381850,173,JEPX public intraday CSV
2026-04-05,46,9.57,25.45,5.92,9.37,12.07,402650,181,JEPX public intraday CSV
2026-04-05,47,20.7,25.0,5.92,19.2,13.78,425200,188,JEPX public intraday CSV
2026-04-05,48,19.03,22.84,5.91,6.95,15.21,237650,165,JEPX public intraday CSV
2026-04-06,1,14.53,18.72,1.0,13.43,10.15,321850,82,JEPX public intraday CSV
2026-04-06,2,17.53,18.0,1.0,18.0,11.81,215300,73,JEPX public intraday CSV
2026-04-06,3,17.0,17.89,1.0,17.0,11.9,220400,71,JEPX public intraday CSV
2026-04-06,4,16.88,17.88,1.0,17.0,13.02,177250,72,JEPX public intraday CSV
2026-04-06,5,16.8,18.17,1.0,14.0,14.83,192550,61,JEPX public intraday CSV
2026-04-06,6,17.16,18.76,1.0,14.89,15.06,173150,64,JEPX public intraday CSV
2026-04-06,7,18.88,22.5,5.78,17.0,15.2,232300,91,JEPX public intraday CSV
2026-04-06,8,16.75,22.5,5.81,18.27,15.8,174250,101,JEPX public intraday CSV
2026-04-06,9,17.15,23.0,7.65,18.0,16.02,169650,90,JEPX public intraday CSV
2026-04-06,10,17.34,23.0,7.61,12.61,15.51,170600,84,JEPX public intraday CSV
2026-04-06,11,19.8,23.5,7.61,19.9,17.18,213050,103,JEPX public intraday CSV
2026-04-06,12,20.1,24.0,7.61,20.19,16.99,207150,111,JEPX public intraday CSV
2026-04-06,13,19.41,19.61,7.61,14.01,15.81,320350,108,JEPX public intraday CSV
2026-04-06,14,16.76,22.43,6.63,18.71,17.13,321850,149,JEPX public intraday CSV
2026-04-06,15,15.49,22.09,7.69,16.97,16.29,342900,153,JEPX public intraday CSV
2026-04-06,16,16.15,26.82,0.01,26.82,15.61,300200,149,JEPX public intraday CSV
2026-04-06,17,9.25,30.0,0.01,11.33,11.08,321550,126,JEPX public intraday CSV
2026-04-06,18,9.79,26.85,0.01,8.21,13.51,488500,159,JEPX public intraday CSV
2026-04-06,19,8.1,9.66,0.01,7.61,7.85,425950,187,JEPX public intraday CSV
2026-04-06,20,1.8,9.18,0.01,3.04,4.87,358200,199,JEPX public intraday CSV
2026-04-06,21,1.8,5.5,0.01,5.5,3.36,456150,216,JEPX public intraday CSV
2026-04-06,22,1.8,5.0,0.01,3.0,2.42,306700,192,JEPX public intraday CSV
2026-04-06,23,0.01,9.68,0.01,8.51,6.13,430150,229,JEPX public intraday CSV
2026-04-06,24,0.01,17.16,0.01,10.0,7.89,301000,193,JEPX public intraday CSV
2026-04-06,25,0.01,17.17,0.01,3.14,3.55,443150,248,JEPX public intraday CSV
2026-04-06,26,0.95,4.95,0.01,0.02,1.91,502400,258,JEPX public intraday CSV
2026-04-06,27,0.5,18.0,0.01,6.29,7.03,330750,222,JEPX public intraday CSV
2026-04-06,28,4.0,17.47,0.01,5.0,9.04,685050,239,JEPX public intraday CSV
2026-04-06,29,8.51,21.19,0.01,10.71,12.43,622000,291,JEPX public intraday CSV
2026-04-06,30,8.51,21.5,0.01,6.6,11.6,255850,218,JEPX public intraday CSV
2026-04-06,31,15.0,25.5,0.01,7.59,13.31,303350,235,JEPX public intraday CSV
2026-04-06,32,11.9,25.89,1.8,15.99,13.46,469250,251,JEPX public intraday CSV
2026-04-06,33,18.64,28.33,5.25,9.69,19.76,372200,304,JEPX public intraday CSV
2026-04-06,34,24.55,32.13,5.39,10.04,20.37,508300,298,JEPX public intraday CSV
2026-04-06,35,29.9,38.0,1.0,19.0,22.72,910000,379,JEPX public intraday CSV
2026-04-06,36,29.9,40.72,1.0,25.13,22.42,965550,372,JEPX public intraday CSV
2026-04-06,37,35.62,38.0,1.0,37.19,21.35,1057650,370,JEPX public intraday CSV
2026-04-06,38,36.47,38.4,8.37,8.65,21.86,989950,354,JEPX public intraday CSV
2026-04-06,39,27.61,29.21,5.87,29.11,17.17,859300,314,JEPX public intraday CSV
2026-04-06,40,25.5,28.28,7.47,15.94,15.71,838150,304,JEPX public intraday CSV
2026-04-06,41,15.64,26.28,7.39,14.14,16.47,936250,343,JEPX public intraday CSV
2026-04-06,42,24.51,26.61,7.4,14.47,15.6,805350,303,JEPX public intraday CSV
2026-04-06,43,10.35,27.0,8.4,10.45,14.05,790500,281,JEPX public intraday CSV
2026-04-06,44,14.26,23.95,8.37,14.36,15.14,752550,276,JEPX public intraday CSV
2026-04-06,45,11.9,22.0,1.0,12.0,13.88,568550,241,JEPX public intraday CSV
2026-04-06,46,9.5,22.0,1.0,9.5,15.05,439000,237,JEPX public intraday CSV
2026-04-06,47,10.09,20.37,1.0,19.37,13.96,497250,203,JEPX public intraday CSV
2026-04-06,48,8.74,20.51,1.0,18.51,17.88,236850,167,JEPX public intraday CSV
2026-04-07,1,17.61,19.1,8.39,17.76,15.84,168650,112,JEPX public intraday CSV
2026-04-07,2,18.05,18.45,6.93,18.16,12.91,229350,118,JEPX public intraday CSV
2026-04-07,3,16.5,18.2,6.93,18.2,13.14,204050,108,JEPX public intraday CSV
2026-04-07,4,8.93,17.63,7.05,7.05,12.7,277900,111,JEPX public intraday CSV
2026-04-07,5,16.5,17.55,8.94,17.55,12.76,249500,95,JEPX public intraday CSV
2026-04-07,6,16.5,18.45,10.19,14.0,15.49,148500,79,JEPX public intraday CSV
2026-04-07,7,18.06,18.46,8.4,12.8,15.74,159300,116,JEPX public intraday CSV
2026-04-07,8,16.5,18.17,10.0,18.16,15.02,160600,131,JEPX public intraday CSV
2026-04-07,9,16.58,18.58,9.03,16.0,15.5,156100,121,JEPX public intraday CSV
2026-04-07,10,16.71,18.72,9.03,18.0,15.09,200100,134,JEPX public intraday CSV
2026-04-07,11,18.87,18.97,11.61,18.0,16.05,200600,148,JEPX public intraday CSV
